cohort,delay_s,environment_id,eta_multiplier,fault_offset_s,fixture_status,fleet_n,group,handoff_s,llm_model,load_ratio,margin_s,method,mode,pair_id,planned_cell_id,proposer,reasoning_effort,reusable_anchor_cell_id,runtime_signature,scenario,seed,status,timeout_s,within_block_order
primary,0,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,66e9bd1e6ac5b3cd7f16,R2_MAIN-9a876e37163a882f,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,0,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,e2e82c17bcbd46f17522,R2_MAIN-365b92ccdea2f9a8,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
primary,0,8ac60f8537a3cb6aed9a,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,f1cafdb032b2389eb3c0,R2_MAIN-65a58762c0b7be88,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271002,planned_not_executed,,
primary,0,bc65598039647d3a6a45,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,919d7d907bb85a956447,R2_MAIN-373d6f54446ba15a,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271003,planned_not_executed,,
primary,0,d217ee6c2b9a9436b504,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,b56c4ae84c16d1632a95,R2_MAIN-44048f796dcbcc32,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271004,planned_not_executed,,
primary,0,4aeffcdb7bb8501b5c38,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,3aa2774a1c118c716062,R2_MAIN-450dd73986d067e0,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271005,planned_not_executed,,
primary,0,6ce156a0345429333250,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,0c74aea56e22cfd45241,R2_MAIN-4e9da4356ee9095f,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271006,planned_not_executed,,
primary,0,089572ca1416a667a5be,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,231d0315530bd75237e7,R2_MAIN-6a6ae41b2834f997,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271007,planned_not_executed,,
primary,0,ee8ee9d8fa90da694298,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,10d585bdf108ea38f563,R2_MAIN-0616e0d8a4c54dbc,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271008,planned_not_executed,,
primary,0,923bf66bd7eb96d8fe0f,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,89dd8f9d025f5b764471,R2_MAIN-f6634147b71191a0,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271009,planned_not_executed,,
primary,0,d97675204cbfb298629d,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,68b85b9e12f1bf6d145f,R2_MAIN-ff471fd44897b8b9,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271010,planned_not_executed,,
primary,0,9c24460f15ecda4a50ac,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,8c67718bc4436600bd38,R2_MAIN-44fe2f1bcd4731f2,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271011,planned_not_executed,,
primary,0,8fa2f660a23dffdb942c,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,846bc0c7d6ab95c43404,R2_MAIN-fef5bdb6e3dd8d1c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271012,planned_not_executed,,
primary,0,a4c3345595b9c46db0e4,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,9f7c818c26ca50ac06dc,R2_MAIN-9fb9b4e3aabdf52a,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271013,planned_not_executed,,
primary,0,59f85449e0e044f529c4,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,fb137d993965e4174abe,R2_MAIN-1d18387a1956f125,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271014,planned_not_executed,,
primary,0,efa083aa07a5cc11f5ca,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,5b302bb0557028870a45,R2_MAIN-3d336ca80e4aa197,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271015,planned_not_executed,,
primary,0,6eeb7bd7abb452969bd1,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,aa0fa25d53f9f979d278,R2_MAIN-934472329f5fad3e,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271016,planned_not_executed,,
primary,0,c655ed216c3b8958de49,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,bc2981f0ad193145aed6,R2_MAIN-0686646d41f07e41,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271017,planned_not_executed,,
primary,0,d77685fe95939a08aa2d,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,91195401311c37bfb354,R2_MAIN-1188b0960cd56915,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271018,planned_not_executed,,
primary,0,f95ad5c6bb5db0432937,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,f77e5987d94f20467230,R2_MAIN-4b3c3ed611d90387,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271019,planned_not_executed,,
primary,0,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,66e9bd1e6ac5b3cd7f16,R2_MAIN-0d6caffb8dbfa0f0,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,5,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,92b41b1425e7af785559,R2_MAIN-7d39b724e0f0656d,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
primary,5,8ac60f8537a3cb6aed9a,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,b6b9caacfbc2b847bb9f,R2_MAIN-7257fb6baafb2850,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271002,planned_not_executed,,
primary,5,bc65598039647d3a6a45,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,8ba81533aa7a7d7cdcf3,R2_MAIN-ce3064cee3e72eb5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271003,planned_not_executed,,
primary,5,d217ee6c2b9a9436b504,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,632b1564f7f4cd882a3d,R2_MAIN-349b38d0d8bd641c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271004,planned_not_executed,,
primary,5,4aeffcdb7bb8501b5c38,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,7e60c27d74cbc87e907a,R2_MAIN-0b7e2e877ae15ec9,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271005,planned_not_executed,,
primary,5,6ce156a0345429333250,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,1cfa72e6ee36642b8910,R2_MAIN-2d5862005d99c67c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271006,planned_not_executed,,
primary,5,089572ca1416a667a5be,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,f11e9bd7ee43ae9925ac,R2_MAIN-df20ca32a5bb3c9e,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271007,planned_not_executed,,
primary,5,ee8ee9d8fa90da694298,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,8f92c7907ff3ec4b449c,R2_MAIN-613fb22d441d2350,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271008,planned_not_executed,,
primary,5,923bf66bd7eb96d8fe0f,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,2c655fc81cb79bfac248,R2_MAIN-01341d859e14c3c9,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271009,planned_not_executed,,
primary,5,d97675204cbfb298629d,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,f75950cb4a714234f7ec,R2_MAIN-7651906b38e6822d,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271010,planned_not_executed,,
primary,5,9c24460f15ecda4a50ac,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,39f4c24ce359cf827f66,R2_MAIN-36498568a9d3f1ef,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271011,planned_not_executed,,
primary,5,8fa2f660a23dffdb942c,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,e4518ef912e42f26ec97,R2_MAIN-79317de8361f66e5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271012,planned_not_executed,,
primary,5,a4c3345595b9c46db0e4,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,eddf8b3978d365e818c2,R2_MAIN-56692bd55e4e9d5c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271013,planned_not_executed,,
primary,5,59f85449e0e044f529c4,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,baf3e7b4c2de3dea70d0,R2_MAIN-e4c1aabf4d65dcd6,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271014,planned_not_executed,,
primary,5,efa083aa07a5cc11f5ca,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,680a7b39581acb02c55d,R2_MAIN-a53c1b5d24da0a84,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271015,planned_not_executed,,
primary,5,6eeb7bd7abb452969bd1,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,08c257e1f92eed4bfdf8,R2_MAIN-dd11f83135ae5822,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271016,planned_not_executed,,
primary,5,c655ed216c3b8958de49,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,de03594b36d05c3fcf0f,R2_MAIN-531761297701dc98,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271017,planned_not_executed,,
primary,5,d77685fe95939a08aa2d,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,137ebff1b3ea938d4d77,R2_MAIN-8c7b5b29c91e6d75,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271018,planned_not_executed,,
primary,5,f95ad5c6bb5db0432937,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,b44aaa0b456ea3442d70,R2_MAIN-5409e252564d4f84,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271019,planned_not_executed,,
primary,5,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,1574863b91619c69662c,R2_MAIN-5958e29ca05bd6b7,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,5,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,92b41b1425e7af785559,R2_MAIN-95e8e0245aff825d,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
primary,5,8ac60f8537a3cb6aed9a,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,b6b9caacfbc2b847bb9f,R2_MAIN-6a978182bcb909c2,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271002,planned_not_executed,,
primary,5,bc65598039647d3a6a45,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,8ba81533aa7a7d7cdcf3,R2_MAIN-4ee99f4ecbf151ae,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271003,planned_not_executed,,
primary,5,d217ee6c2b9a9436b504,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,632b1564f7f4cd882a3d,R2_MAIN-621da288c49b3f71,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271004,planned_not_executed,,
primary,5,4aeffcdb7bb8501b5c38,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,7e60c27d74cbc87e907a,R2_MAIN-1bd4983171b39380,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271005,planned_not_executed,,
primary,5,6ce156a0345429333250,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,1cfa72e6ee36642b8910,R2_MAIN-f6dadb7b3affaa78,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271006,planned_not_executed,,
primary,5,089572ca1416a667a5be,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,f11e9bd7ee43ae9925ac,R2_MAIN-0af1515343e6a601,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271007,planned_not_executed,,
primary,5,ee8ee9d8fa90da694298,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,8f92c7907ff3ec4b449c,R2_MAIN-c06e75bdc83acc3e,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271008,planned_not_executed,,
primary,5,923bf66bd7eb96d8fe0f,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,2c655fc81cb79bfac248,R2_MAIN-4e8b566e25fd5c2d,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271009,planned_not_executed,,
primary,5,d97675204cbfb298629d,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,f75950cb4a714234f7ec,R2_MAIN-87a07c625a44df7a,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271010,planned_not_executed,,
primary,5,9c24460f15ecda4a50ac,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,39f4c24ce359cf827f66,R2_MAIN-69c0b6c02577d64c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271011,planned_not_executed,,
primary,5,8fa2f660a23dffdb942c,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,e4518ef912e42f26ec97,R2_MAIN-baeff70ad2f0ae06,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271012,planned_not_executed,,
primary,5,a4c3345595b9c46db0e4,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,eddf8b3978d365e818c2,R2_MAIN-d85fd46fe7a670f9,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271013,planned_not_executed,,
primary,5,59f85449e0e044f529c4,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,baf3e7b4c2de3dea70d0,R2_MAIN-c54e1e5cf65aba58,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271014,planned_not_executed,,
primary,5,efa083aa07a5cc11f5ca,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,680a7b39581acb02c55d,R2_MAIN-d218f5502a177340,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271015,planned_not_executed,,
primary,5,6eeb7bd7abb452969bd1,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,08c257e1f92eed4bfdf8,R2_MAIN-6f00b963a16e5574,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271016,planned_not_executed,,
primary,5,c655ed216c3b8958de49,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,de03594b36d05c3fcf0f,R2_MAIN-9609cda4d98214fd,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271017,planned_not_executed,,
primary,5,d77685fe95939a08aa2d,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,137ebff1b3ea938d4d77,R2_MAIN-01437d2e9030e558,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271018,planned_not_executed,,
primary,5,f95ad5c6bb5db0432937,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,b44aaa0b456ea3442d70,R2_MAIN-b4a2142a2685df64,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271019,planned_not_executed,,
primary,5,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,1574863b91619c69662c,R2_MAIN-7a80331a5419f4ce,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,5,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,92b41b1425e7af785559,R2_MAIN-de0ee0811210d963,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
primary,5,8ac60f8537a3cb6aed9a,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,b6b9caacfbc2b847bb9f,R2_MAIN-5b95c08d394eadb2,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271002,planned_not_executed,,
primary,5,bc65598039647d3a6a45,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,8ba81533aa7a7d7cdcf3,R2_MAIN-ce73cf0da0b2e96e,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271003,planned_not_executed,,
primary,5,d217ee6c2b9a9436b504,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,632b1564f7f4cd882a3d,R2_MAIN-f1c647c96eacf41a,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271004,planned_not_executed,,
primary,5,4aeffcdb7bb8501b5c38,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,7e60c27d74cbc87e907a,R2_MAIN-17f58354333235a3,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271005,planned_not_executed,,
primary,5,6ce156a0345429333250,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,1cfa72e6ee36642b8910,R2_MAIN-f677f91eee59f19f,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271006,planned_not_executed,,
primary,5,089572ca1416a667a5be,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,f11e9bd7ee43ae9925ac,R2_MAIN-4f528e54c62c9da5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271007,planned_not_executed,,
primary,5,ee8ee9d8fa90da694298,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,8f92c7907ff3ec4b449c,R2_MAIN-22394873c9ae1ab7,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271008,planned_not_executed,,
primary,5,923bf66bd7eb96d8fe0f,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,2c655fc81cb79bfac248,R2_MAIN-ab55b8df24165f9b,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271009,planned_not_executed,,
primary,5,d97675204cbfb298629d,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,f75950cb4a714234f7ec,R2_MAIN-35b290b67f5e4c89,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271010,planned_not_executed,,
primary,5,9c24460f15ecda4a50ac,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,39f4c24ce359cf827f66,R2_MAIN-603c13ada63d2e32,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271011,planned_not_executed,,
primary,5,8fa2f660a23dffdb942c,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,e4518ef912e42f26ec97,R2_MAIN-bec74381cd7d1a16,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271012,planned_not_executed,,
primary,5,a4c3345595b9c46db0e4,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,eddf8b3978d365e818c2,R2_MAIN-9fcb213475f3b524,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271013,planned_not_executed,,
primary,5,59f85449e0e044f529c4,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,baf3e7b4c2de3dea70d0,R2_MAIN-9973abe3fdae6826,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271014,planned_not_executed,,
primary,5,efa083aa07a5cc11f5ca,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,680a7b39581acb02c55d,R2_MAIN-d192f2e39e1533f5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271015,planned_not_executed,,
primary,5,6eeb7bd7abb452969bd1,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,08c257e1f92eed4bfdf8,R2_MAIN-8d84525b90cd9e13,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271016,planned_not_executed,,
primary,5,c655ed216c3b8958de49,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,de03594b36d05c3fcf0f,R2_MAIN-fd59f0491f84fbee,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271017,planned_not_executed,,
primary,5,d77685fe95939a08aa2d,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,137ebff1b3ea938d4d77,R2_MAIN-8eb07876dcde28b7,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271018,planned_not_executed,,
primary,5,f95ad5c6bb5db0432937,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,b44aaa0b456ea3442d70,R2_MAIN-7f0cfa20733c06ae,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271019,planned_not_executed,,
primary,5,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,1574863b91619c69662c,R2_MAIN-83d3e494981d8138,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,5,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,92b41b1425e7af785559,R2_MAIN-62e19b3a232d84c3,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
primary,5,8ac60f8537a3cb6aed9a,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,b6b9caacfbc2b847bb9f,R2_MAIN-853e8ba15411f929,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271002,planned_not_executed,,
primary,5,bc65598039647d3a6a45,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,8ba81533aa7a7d7cdcf3,R2_MAIN-da93099c86fd36e8,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271003,planned_not_executed,,
primary,5,d217ee6c2b9a9436b504,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,632b1564f7f4cd882a3d,R2_MAIN-2083e4fc634e2757,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271004,planned_not_executed,,
primary,5,4aeffcdb7bb8501b5c38,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,7e60c27d74cbc87e907a,R2_MAIN-26748f87f62afac5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271005,planned_not_executed,,
primary,5,6ce156a0345429333250,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,1cfa72e6ee36642b8910,R2_MAIN-b674420da36555fc,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271006,planned_not_executed,,
primary,5,089572ca1416a667a5be,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,f11e9bd7ee43ae9925ac,R2_MAIN-fab1d69f60d0aa1c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271007,planned_not_executed,,
primary,5,ee8ee9d8fa90da694298,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,8f92c7907ff3ec4b449c,R2_MAIN-f5f966fd46323f54,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271008,planned_not_executed,,
primary,5,923bf66bd7eb96d8fe0f,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,2c655fc81cb79bfac248,R2_MAIN-bf5d5a1d7ecbba97,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271009,planned_not_executed,,
primary,5,d97675204cbfb298629d,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,f75950cb4a714234f7ec,R2_MAIN-a58e465c3cc701bc,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271010,planned_not_executed,,
primary,5,9c24460f15ecda4a50ac,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,39f4c24ce359cf827f66,R2_MAIN-d30f86aaea452bbf,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271011,planned_not_executed,,
primary,5,8fa2f660a23dffdb942c,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,e4518ef912e42f26ec97,R2_MAIN-64e012d4aa79c584,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271012,planned_not_executed,,
primary,5,a4c3345595b9c46db0e4,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,eddf8b3978d365e818c2,R2_MAIN-f422ffe609c78bf5,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271013,planned_not_executed,,
primary,5,59f85449e0e044f529c4,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,baf3e7b4c2de3dea70d0,R2_MAIN-dc9ed3d753c70102,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271014,planned_not_executed,,
primary,5,efa083aa07a5cc11f5ca,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,680a7b39581acb02c55d,R2_MAIN-0f944d15806e6eff,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271015,planned_not_executed,,
primary,5,6eeb7bd7abb452969bd1,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,08c257e1f92eed4bfdf8,R2_MAIN-11dbc8b695b6f3c3,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271016,planned_not_executed,,
primary,5,c655ed216c3b8958de49,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,de03594b36d05c3fcf0f,R2_MAIN-6b395efd4a2164b2,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271017,planned_not_executed,,
primary,5,d77685fe95939a08aa2d,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,137ebff1b3ea938d4d77,R2_MAIN-155f7cf65db12e0c,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271018,planned_not_executed,,
primary,5,f95ad5c6bb5db0432937,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,b44aaa0b456ea3442d70,R2_MAIN-14156c177eb310fd,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271019,planned_not_executed,,
primary,5,159daf96346165cbd3ff,,,not_materialized,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,1574863b91619c69662c,R2_MAIN-f9a874868095c4f9,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271020,planned_not_executed,,
primary,15,8a9c7dc2e1de971b1da0,,,not_materialized,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,e9c999eeeb8f15b8a8ac,R2_MAIN-63013ee31c808217,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,20271001,planned_not_executed,,
