cohort,delay_s,environment_id,environment_identity_status,eta_multiplier,fault_offset_s,fixture_status,fixture_version,fleet_n,group,handoff_s,llm_model,load_ratio,margin_s,method,mode,network_sha256,pair_id,planned_cell_id,proposer,reasoning_effort,reusable_anchor_cell_id,runtime_signature,scenario,scenario_family,seed,site_id,status,timeout_s,within_block_order
primary,0,cf7332d2984a625c8154,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,7076107453f830c07aa7,R2_MAIN-ed41bf6e8a200feb,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271016,A,planned_not_executed,,
primary,0,c94d6fbc0c8edc1941f9,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ff9263247f771e314916,R2_MAIN-9d8eb3f576c9febd,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271017,A,planned_not_executed,,
primary,0,41e71edfd937dc7e262b,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,94f9b0dbddaa4ce9a332,R2_MAIN-5c044270355a19ff,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271018,A,planned_not_executed,,
primary,0,c8378a1cc61046ecdc7f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,c0d73e3293277c0b53ce,R2_MAIN-80c01a08ea040f16,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271019,A,planned_not_executed,,
primary,0,eaefb71ac8f5b1bb3da6,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,7c73ff3f8e6907723dab,R2_MAIN-fbf3141841bf919c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271020,A,planned_not_executed,,
primary,5,bc1da34e177b64a83172,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12d968454689a41d8744,R2_MAIN-6f9754d3a2d75e3e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271001,A,planned_not_executed,,
primary,5,122b70b14efffc24c3dd,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ae9ca91203b3f22eab77,R2_MAIN-ecd11bc7cacabe96,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271002,A,planned_not_executed,,
primary,5,44a390b6c3459a05d334,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2c89df39347658c203cf,R2_MAIN-ac1454a30a81e483,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271003,A,planned_not_executed,,
primary,5,db4970b05d63e5ab77bc,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,8d19acb33996e7294f51,R2_MAIN-631cf445187cb033,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271004,A,planned_not_executed,,
primary,5,e4567df6c55464d26d3d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e62274853607fc54d391,R2_MAIN-de9df8995da432aa,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271005,A,planned_not_executed,,
primary,5,0e5fb9a8915f893ba8c1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,76dc4b876305e1ae75e9,R2_MAIN-ad3d7abe550f325a,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271006,A,planned_not_executed,,
primary,5,3f0c365f3b318b5194c5,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,cf6ea4d29a06475df738,R2_MAIN-a36dbd6947641e97,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271007,A,planned_not_executed,,
primary,5,f620a0cea9b59c23b3aa,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,bd052bfe2f8a5878d3d7,R2_MAIN-431d943fd1d130cf,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271008,A,planned_not_executed,,
primary,5,fcf00aadc3d6344733d2,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12abcdee081ff39c89cc,R2_MAIN-b366cdcb1faaf478,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271009,A,planned_not_executed,,
primary,5,b1300f77d7950a6f9f00,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2b05e4faee8bdabfa572,R2_MAIN-45428eaf0a1e10de,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271010,A,planned_not_executed,,
primary,5,276121d52869e6fac8df,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e314cadbd25111b97081,R2_MAIN-60eed026c1196204,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271011,A,planned_not_executed,,
primary,5,592ef6afef5a78c6afb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,06bd240c3bcd35abf88f,R2_MAIN-d8c2a9978cb1aded,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271012,A,planned_not_executed,,
primary,5,bc32326f255a38a9ade1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,1bc414b2536f4af0f01a,R2_MAIN-5304dff78c75b6d8,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271013,A,planned_not_executed,,
primary,5,a6817964c0baf443c64f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,0186151809e3c739a138,R2_MAIN-5bb00463daa7d3b3,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271014,A,planned_not_executed,,
primary,5,c43c1d501ec4f6c39e71,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,760588b054f197d788a4,R2_MAIN-d3982669cafef1af,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271015,A,planned_not_executed,,
primary,5,cf7332d2984a625c8154,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,5f1e3a463dad8a54fb91,R2_MAIN-757979a675d129ab,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271016,A,planned_not_executed,,
primary,5,c94d6fbc0c8edc1941f9,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ce809d91dc25a93cb953,R2_MAIN-38e9dc86d97624ce,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271017,A,planned_not_executed,,
primary,5,41e71edfd937dc7e262b,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,f7332ece327f70101105,R2_MAIN-d52d78aa14eb5796,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271018,A,planned_not_executed,,
primary,5,c8378a1cc61046ecdc7f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,091d6e0cdab1b9c2a7e6,R2_MAIN-4c9489c88d38280c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271019,A,planned_not_executed,,
primary,5,eaefb71ac8f5b1bb3da6,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4d61b4450b4e03724118,R2_MAIN-b24980369cb709f5,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271020,A,planned_not_executed,,
primary,5,bc1da34e177b64a83172,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12d968454689a41d8744,R2_MAIN-f2455989ebc31534,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271001,A,planned_not_executed,,
primary,5,122b70b14efffc24c3dd,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ae9ca91203b3f22eab77,R2_MAIN-c2f4136990e4de3e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271002,A,planned_not_executed,,
primary,5,44a390b6c3459a05d334,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2c89df39347658c203cf,R2_MAIN-e8010797100849c5,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271003,A,planned_not_executed,,
primary,5,db4970b05d63e5ab77bc,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,8d19acb33996e7294f51,R2_MAIN-21371408a98e7f81,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271004,A,planned_not_executed,,
primary,5,e4567df6c55464d26d3d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e62274853607fc54d391,R2_MAIN-18c0d5c10d56c563,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271005,A,planned_not_executed,,
primary,5,0e5fb9a8915f893ba8c1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,76dc4b876305e1ae75e9,R2_MAIN-8ac477609994bace,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271006,A,planned_not_executed,,
primary,5,3f0c365f3b318b5194c5,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,cf6ea4d29a06475df738,R2_MAIN-63db2dc0ef694f15,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271007,A,planned_not_executed,,
primary,5,f620a0cea9b59c23b3aa,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,bd052bfe2f8a5878d3d7,R2_MAIN-7079fdeed5a18c7b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271008,A,planned_not_executed,,
primary,5,fcf00aadc3d6344733d2,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12abcdee081ff39c89cc,R2_MAIN-4f8e1b6fb7b9d4ac,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271009,A,planned_not_executed,,
primary,5,b1300f77d7950a6f9f00,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2b05e4faee8bdabfa572,R2_MAIN-8afa824bbc33e9eb,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271010,A,planned_not_executed,,
primary,5,276121d52869e6fac8df,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e314cadbd25111b97081,R2_MAIN-f90a047d23ba1f8b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271011,A,planned_not_executed,,
primary,5,592ef6afef5a78c6afb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,06bd240c3bcd35abf88f,R2_MAIN-fae8a9f4bb99e920,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271012,A,planned_not_executed,,
primary,5,bc32326f255a38a9ade1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,1bc414b2536f4af0f01a,R2_MAIN-2eba2fd22b4f9a07,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271013,A,planned_not_executed,,
primary,5,a6817964c0baf443c64f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,0186151809e3c739a138,R2_MAIN-3e95af1032f83927,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271014,A,planned_not_executed,,
primary,5,c43c1d501ec4f6c39e71,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,760588b054f197d788a4,R2_MAIN-4e5e80e222d61b23,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271015,A,planned_not_executed,,
primary,5,cf7332d2984a625c8154,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,5f1e3a463dad8a54fb91,R2_MAIN-365e52ceaaab4772,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271016,A,planned_not_executed,,
primary,5,c94d6fbc0c8edc1941f9,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ce809d91dc25a93cb953,R2_MAIN-79038ae5729c80d5,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271017,A,planned_not_executed,,
primary,5,41e71edfd937dc7e262b,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,f7332ece327f70101105,R2_MAIN-232d16a413a7cc1a,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271018,A,planned_not_executed,,
primary,5,c8378a1cc61046ecdc7f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,091d6e0cdab1b9c2a7e6,R2_MAIN-016c15ac34f85ba7,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271019,A,planned_not_executed,,
primary,5,eaefb71ac8f5b1bb3da6,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4d61b4450b4e03724118,R2_MAIN-b9329b5cdcce20b3,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271020,A,planned_not_executed,,
primary,5,bc1da34e177b64a83172,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12d968454689a41d8744,R2_MAIN-9a30106baa30b318,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271001,A,planned_not_executed,,
primary,5,122b70b14efffc24c3dd,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ae9ca91203b3f22eab77,R2_MAIN-c6bf15f690a141fb,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271002,A,planned_not_executed,,
primary,5,44a390b6c3459a05d334,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2c89df39347658c203cf,R2_MAIN-5d636f9aa148b504,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271003,A,planned_not_executed,,
primary,5,db4970b05d63e5ab77bc,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,8d19acb33996e7294f51,R2_MAIN-381cc4fa7effc35e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271004,A,planned_not_executed,,
primary,5,e4567df6c55464d26d3d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e62274853607fc54d391,R2_MAIN-17355a99d46cf00e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271005,A,planned_not_executed,,
primary,5,0e5fb9a8915f893ba8c1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,76dc4b876305e1ae75e9,R2_MAIN-e28a0a3b76b79f3b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271006,A,planned_not_executed,,
primary,5,3f0c365f3b318b5194c5,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,cf6ea4d29a06475df738,R2_MAIN-37badb9f32d472be,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271007,A,planned_not_executed,,
primary,5,f620a0cea9b59c23b3aa,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,bd052bfe2f8a5878d3d7,R2_MAIN-973d1d63148047b9,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271008,A,planned_not_executed,,
primary,5,fcf00aadc3d6344733d2,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,12abcdee081ff39c89cc,R2_MAIN-83906b91cdfa6fbe,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271009,A,planned_not_executed,,
primary,5,b1300f77d7950a6f9f00,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,2b05e4faee8bdabfa572,R2_MAIN-dbee2407c329d7a1,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271010,A,planned_not_executed,,
primary,5,276121d52869e6fac8df,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e314cadbd25111b97081,R2_MAIN-c6ec2b4cd288f6d3,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271011,A,planned_not_executed,,
primary,5,592ef6afef5a78c6afb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,06bd240c3bcd35abf88f,R2_MAIN-1c1c65eebfc2d7f0,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271012,A,planned_not_executed,,
primary,5,bc32326f255a38a9ade1,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,1bc414b2536f4af0f01a,R2_MAIN-57bb84f55f28ea8b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271013,A,planned_not_executed,,
primary,5,a6817964c0baf443c64f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,0186151809e3c739a138,R2_MAIN-d69ed9f21eeff31e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271014,A,planned_not_executed,,
primary,5,c43c1d501ec4f6c39e71,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,760588b054f197d788a4,R2_MAIN-32c8a14aa1e42d58,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271015,A,planned_not_executed,,
primary,5,cf7332d2984a625c8154,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,5f1e3a463dad8a54fb91,R2_MAIN-3cbcc30f83d08fe9,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271016,A,planned_not_executed,,
primary,5,c94d6fbc0c8edc1941f9,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,ce809d91dc25a93cb953,R2_MAIN-e7084712946dcd2c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271017,A,planned_not_executed,,
primary,5,41e71edfd937dc7e262b,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,f7332ece327f70101105,R2_MAIN-2b1f2396a2cb0e04,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271018,A,planned_not_executed,,
primary,5,c8378a1cc61046ecdc7f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,091d6e0cdab1b9c2a7e6,R2_MAIN-a3ecd11bce283915,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271019,A,planned_not_executed,,
primary,5,eaefb71ac8f5b1bb3da6,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,R2_MAIN,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4d61b4450b4e03724118,R2_MAIN-0f57d772aceff298,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20271020,A,planned_not_executed,,
